,location,total_sqft,bath,price,bhk
2121,others,1620.0,2.0,110.0,3
2134,others,1533.0,3.0,115.0,3
2141,others,1560.0,3.0,85.0,3
2156,others,750.0,1.0,25.0,1
2160,others,1375.0,2.0,85.0,3
2200,others,1500.0,3.0,88.0,3
2216,others,1140.0,2.0,76.0,2
2221,others,1198.0,2.0,84.0,2
2222,others,4000.0,4.0,520.0,4
2224,others,1370.0,2.0,75.0,2
2241,others,1000.0,1.0,55.0,2
2243,others,1200.0,2.0,125.0,2
2257,others,1050.0,1.0,70.0,1
2260,others,1200.0,2.0,80.0,3
2311,others,400.0,1.0,14.0,1
2335,others,1575.0,4.0,150.0,5
2341,others,4800.0,5.0,629.0,4
2347,others,1200.0,2.0,70.0,2
2364,others,1100.0,2.0,60.0,2
2374,others,1300.0,2.0,79.0,2
2379,others,3500.0,4.0,350.0,4
2385,others,1000.0,2.0,110.0,3
2426,others,2400.0,3.0,260.0,3
2432,others,1533.0,3.0,85.0,3
2475,others,1452.55,2.0,110.0,2
2476,others,2357.0,3.0,151.0,3
2481,others,1170.0,2.0,105.0,2
2496,others,1411.0,3.0,91.72,3
2511,others,3095.0,3.0,375.0,3
2520,others,1100.0,3.0,78.0,3
2528,others,3600.0,4.0,365.0,4
2546,others,1945.0,3.0,120.0,3
2556,others,1650.0,3.0,165.0,3
2557,others,351.0,1.0,16.0,1
2562,others,1550.0,2.0,150.0,3
2566,others,1150.0,2.0,75.0,3
2568,others,1200.0,3.0,74.0,3
2572,others,1229.0,3.0,86.03,3
2577,others,1030.0,2.0,61.0,2
2580,others,600.0,1.0,32.0,1
2593,others,1165.0,2.0,135.0,2
2602,others,3000.0,4.0,240.0,4
2616,others,1315.0,2.0,90.0,2
2618,others,1210.0,2.0,72.0,2
2620,others,11338.0,9.0,1000.0,6
2623,others,30000.0,4.0,2100.0,4
2641,others,1170.0,2.0,68.0,2
2661,others,1600.0,2.0,110.0,2
2670,others,1370.0,2.0,75.0,3
2682,others,1980.0,3.0,224.0,3
2709,others,1700.0,3.0,97.0,3
2720,others,1900.0,3.0,160.0,3
2722,others,1100.0,2.0,75.0,2
2731,others,1929.0,3.0,115.0,3
2734,others,3161.0,4.0,214.0,4
2743,others,3515.0,3.0,420.0,3
2764,others,1100.0,2.0,70.0,2
2788,others,440.0,1.0,28.0,1
2812,others,700.0,1.0,41.0,1
2835,others,3000.0,3.0,250.0,3
2839,others,1100.0,2.0,61.0,2
2844,others,1260.0,1.0,41.0,1
2846,others,1500.0,1.0,37.5,1
2853,others,600.0,1.0,17.0,1
2870,others,1165.0,2.0,75.0,2
2876,others,1272.0,4.0,75.0,3
2878,others,1600.0,5.0,140.0,5
2883,others,1000.0,2.0,65.0,3
2893,others,2400.0,4.0,325.0,3
2906,others,1463.0,1.0,142.0,2
2909,others,2401.0,3.0,185.0,3
2911,others,1875.0,2.0,235.0,3
2940,others,890.0,1.0,75.0,1
2950,others,2400.0,3.0,290.0,3
2956,others,1690.0,3.0,100.0,3
2980,others,1350.0,2.0,90.0,2
2985,others,1460.0,3.0,88.0,3
2991,others,1685.0,3.0,95.0,3
3006,others,800.0,1.0,52.0,1
3010,others,4000.0,5.0,280.0,4
3037,others,792.0,2.0,70.0,2
3045,others,2400.0,5.0,235.0,5
3067,others,461.82,1.0,31.7,1
3073,others,1500.0,2.0,85.0,3
3086,others,1260.0,2.0,75.0,2
3096,others,12000.0,12.0,525.0,10
3114,others,2820.0,3.0,285.0,3
3126,others,1950.0,3.0,130.0,3
3133,others,1350.0,2.0,140.0,3
3163,others,4051.0,4.0,345.0,4
3188,others,2100.0,3.0,170.0,3
3197,others,1991.0,3.0,160.0,3
3213,others,1200.0,3.0,66.0,3
3220,others,3000.0,4.0,342.0,4
3223,others,2400.0,6.0,245.0,6
3228,others,1559.0781144514767,5.0,140.0,5
3239,others,1375.0,2.0,105.0,2
3242,others,1693.0,3.0,108.0,3
3265,others,1150.0,2.0,77.5,3
3272,others,1058.0,2.0,60.0,2
3278,others,900.0,1.0,30.0,1
3281,others,1672.0,3.0,150.0,3
3289,others,1250.0,3.0,139.0,3
3295,others,1468.0,3.0,130.0,2
3313,others,1480.0,2.0,145.0,3
3346,others,2280.0,3.0,285.0,3
3349,others,2000.0,3.0,200.0,3
3361,others,1080.0,2.0,75.0,3
3375,others,2400.0,2.0,150.0,3
3389,others,1125.0,2.0,75.0,2
3394,others,1596.0,3.0,95.0,3
3398,others,1639.0,3.0,123.0,3
3409,others,1740.0,3.0,199.0,3
3412,others,1372.0,2.0,90.0,3
3425,others,6200.0,5.0,720.0,5
3429,others,925.0,2.0,63.0,2
3433,others,1200.0,3.0,95.0,4
3439,others,1200.0,2.0,79.0,2
3441,others,2500.0,3.0,270.0,3
3445,others,1584.0,3.0,145.0,4
3456,others,1570.0,3.0,115.0,3
3457,others,3000.0,3.0,400.0,3
3480,others,1750.0,3.0,180.0,3
3482,others,1500.0,1.0,160.0,2
3483,others,2100.0,6.0,275.0,6
3497,others,705.0,1.0,36.5,1
3500,others,1340.0,3.0,77.0,3
3513,others,1260.0,1.0,41.0,1
3521,others,1200.0,2.0,125.0,2
3528,others,1270.0,2.0,175.0,4
3534,others,1200.0,3.0,130.0,3
3541,others,3595.0,6.0,360.0,4
3557,others,3100.0,5.0,385.0,4
3562,others,1200.0,4.0,150.0,4
3568,others,3259.0,3.0,270.0,3
3608,others,596.0,1.0,42.0,1
3609,others,10000.0,16.0,550.0,16
3610,others,1200.0,4.0,110.0,4
3611,others,1910.0,3.0,190.0,3
3620,others,1750.0,3.0,149.0,3
3623,others,985.0,2.0,63.0,2
3624,others,1300.0,2.0,129.0,2
3626,others,1490.0,2.0,88.0,3
3643,others,650.0,1.0,30.0,1
3645,others,1500.0,2.0,89.99,3
3647,others,1350.0,4.0,145.0,4
3656,others,910.0,1.0,42.0,1
3681,others,532.0,1.0,22.49,1
3682,others,1060.0,3.0,62.0,3
3694,others,1550.0,2.0,160.0,2
3713,others,1000.0,2.0,80.0,2
3718,others,1500.0,2.0,97.0,3
3722,others,1865.0,4.0,140.0,3
3737,others,3500.0,4.0,245.0,4
3755,others,1320.0,2.0,73.0,3
3769,others,2150.0,6.0,205.0,6
3797,others,675.0,3.0,52.0,2
3804,others,1801.0,3.0,139.0,3
3810,others,2990.0,4.0,324.0,4
3818,others,2400.0,2.0,160.0,2
3828,others,1150.0,2.0,75.0,2
3829,others,1200.0,3.0,165.0,3
3851,others,1390.0,2.0,80.0,3
3852,others,1550.0,2.0,90.0,3
3882,others,1500.0,4.0,110.0,4
3885,others,1839.0,3.0,165.0,3
3903,others,900.0,2.0,70.0,2
3920,others,1500.0,3.0,149.0,3
3944,others,750.0,2.0,50.0,1
3957,others,600.0,3.0,75.0,2
3961,others,1605.0,2.0,85.0,3
3976,others,1500.0,1.0,19.5,1
3982,others,1200.0,2.0,70.0,2
3986,others,1200.0,2.0,160.0,2
3989,others,1904.0,3.0,155.0,3
3993,others,2770.0,4.0,315.0,3
3994,others,813.0,1.0,39.0,1
4003,others,1630.0,2.0,97.78,3
4007,others,2425.0,4.0,173.0,4
4021,others,1280.0,2.0,75.0,2
4027,others,735.0,1.0,75.0,1
4028,others,500.0,1.0,24.0,1
4035,others,1200.0,4.0,145.0,3
4037,others,1200.0,2.0,100.0,2
4043,others,1200.0,3.0,160.0,3
4051,others,1265.0,2.0,82.0,3
4057,others,1850.0,3.0,98.0,3
4066,others,2360.0,4.0,150.0,4
4067,others,1030.0,2.0,77.25,2
4080,others,2000.0,3.0,160.0,3
4083,others,1575.0,3.0,93.0,3
4085,others,1300.0,2.0,70.0,3
4099,others,1380.0,2.0,75.0,2
4121,others,3100.0,3.0,250.0,3
4127,others,1190.0,2.0,100.0,2
4128,others,1827.0,3.0,100.0,3
4130,others,1500.0,3.0,95.0,3
4171,others,1645.0,3.0,95.0,3
4173,others,1200.0,4.0,140.0,4
4180,others,1097.0,2.0,65.0,2
4199,others,1600.0,3.0,165.0,4
4211,others,900.0,2.0,110.0,2
4222,others,1200.0,2.0,125.0,2
4230,others,1355.0,2.0,75.0,2
4243,others,7500.0,4.0,900.0,4
4267,others,4104.0,4.0,360.0,4
4291,others,2080.0,2.0,150.0,2
4295,others,1505.0,2.0,90.0,2
4297,others,1200.0,3.0,95.75,3
4298,others,1810.0,4.0,148.0,3
4302,others,1530.0,2.0,97.0,3
4334,others,1500.0,2.0,130.0,3
4352,others,1400.0,2.0,80.0,2
4370,others,1533.0,3.0,150.0,3
4373,others,3730.0,6.0,450.0,4
4387,others,745.0,2.0,50.0,2
4393,others,1355.0,2.0,95.0,2
4394,others,833.0,1.0,49.0,1
4407,others,3000.0,5.0,270.0,4
4411,others,1220.0,2.0,68.0,2
4412,others,3811.0,3.0,475.0,4
4424,others,1545.0,3.0,85.0,3
4431,others,1350.0,2.0,110.0,2
4448,others,1200.0,2.0,68.0,3
4469,others,2000.0,4.0,180.0,5
4503,others,1280.0,4.0,115.0,4
4525,others,1200.0,3.0,85.0,3
4528,others,1655.0,3.0,155.0,3
4533,others,1150.0,2.0,74.0,2
4536,others,1200.0,2.0,108.0,3
4537,others,1200.0,2.0,75.0,2
4564,others,1500.0,2.0,203.0,2
4585,others,4500.0,9.0,500.0,9
4607,others,1550.0,3.0,160.0,3
4631,others,1758.0,3.0,95.0,3
4632,others,3179.0,5.0,351.0,4
4644,others,1200.0,3.0,85.0,2
4658,others,1800.0,3.0,140.0,3
4689,others,3900.0,4.0,333.0,4
4690,others,2400.0,4.0,200.0,3
4701,others,1645.0,3.0,87.5,3
4716,others,2600.0,3.0,140.0,3
4722,others,950.0,2.0,60.0,2
4772,others,1900.0,3.0,205.0,3
4788,others,1402.0,2.0,85.0,3
4835,others,2100.0,3.0,240.0,3
4867,others,1200.0,3.0,140.0,3
4868,others,814.0,2.0,55.0,2
4876,others,435.0,1.0,19.5,1
4877,others,1590.0,3.0,120.0,3
4889,others,3754.0,6.0,430.0,4
4905,others,1450.0,2.0,89.6,3
4919,others,1340.0,2.0,77.0,2
4933,others,1665.0,3.0,105.0,3
4937,others,2300.0,4.0,200.0,4
4938,others,1210.0,2.0,76.0,2
4969,others,1065.0,2.0,58.0,2
5006,others,1636.0,3.0,97.0,3
5020,others,3600.0,4.0,450.0,4
5049,others,1200.0,3.0,72.0,3
5069,others,1000.0,1.0,75.0,2
5079,others,905.0,1.0,52.0,1
5088,others,1170.0,2.0,86.0,2
5094,others,4830.0,5.0,390.0,4
5095,others,850.0,2.0,75.0,2
5109,others,2065.0,3.0,130.0,3
5111,others,1150.0,2.0,125.0,2
5129,others,2550.0,4.0,290.0,3
5139,others,615.0,1.0,24.0,1
5143,others,3080.0,2.0,285.0,4
5158,others,3400.0,6.0,420.0,4
5169,others,450.0,1.0,25.0,1
5178,others,1100.0,2.0,85.0,2
5207,others,1036.0,2.0,110.0,2
5231,others,1376.0,4.0,156.0,4
5254,others,1080.0,2.0,62.0,2
5273,others,1475.0,2.0,200.0,3
5274,others,1200.0,3.0,96.25,3
5285,others,412.5,1.0,19.8,1
5294,others,2631.0,3.0,200.0,4
5298,others,830.0,2.0,60.0,2
5302,others,1500.0,2.0,88.0,2
5321,others,856.0,2.0,48.0,2
5322,others,1143.0,2.0,62.0,2
5335,others,1117.0,2.0,110.0,2
5338,others,600.0,1.0,43.0,1
5359,others,1200.0,3.0,70.0,3
5363,others,2675.0,4.0,290.0,4
5387,others,1477.0,2.0,80.0,3
5392,others,3500.0,5.0,450.0,4
5405,others,1793.0,3.0,98.0,3
5428,others,1020.0,2.0,62.0,2
5430,others,3563.0,6.0,310.0,4
5442,others,3300.0,5.0,318.0,4
5458,others,1200.0,3.0,165.0,3
5473,others,1718.0,3.0,223.0,3
5490,others,1200.0,2.0,75.0,3
5491,others,985.0,2.0,55.0,2
5523,others,1030.0,2.0,80.0,2
5531,others,1150.0,2.0,69.0,2
5546,others,1500.0,2.0,90.0,3
5547,others,900.0,2.0,55.0,2
5592,others,1750.0,2.0,225.0,4
5597,others,1100.0,2.0,78.0,2
5602,others,1180.0,2.0,74.0,2
5610,others,1540.0,3.0,85.0,3
5618,others,1800.0,3.0,230.0,3
5638,others,2000.0,3.0,120.0,3
5648,others,2000.0,3.0,145.0,3
5651,others,500.0,1.0,15.0,1
5706,others,3160.0,4.0,206.0,4
5730,others,922.0,2.0,70.0,2
5731,others,850.0,2.0,72.0,2
5739,others,1200.0,1.0,65.0,2
5753,others,1233.0,2.0,100.0,2
5796,others,1936.0,3.0,110.0,3
5811,others,1652.5,3.0,90.0,3
5856,others,1500.0,3.0,138.0,3
5857,others,700.0,2.0,43.0,2
5870,others,1750.0,3.0,170.0,3
5874,others,1365.0,3.0,99.0,3
5892,others,708.0,1.0,55.0,2
5894,others,1680.0,3.0,135.0,3
5895,others,990.0,2.0,58.0,2
5899,others,1240.0,2.0,100.0,2
5900,others,1810.0,3.0,118.0,3
5901,others,2005.0,3.0,240.0,3
5909,others,1000.0,2.0,97.0,2
5914,others,1430.0,3.0,78.65,3
5922,others,1200.0,2.0,45.0,1
5967,others,840.0,1.0,75.0,1
5979,others,1760.0,2.0,116.0,3
5985,others,3317.5,5.0,268.5,4
5996,others,600.0,1.0,52.0,2
6000,others,1670.0,3.0,160.0,3
6019,others,1200.0,2.0,75.6,3
6032,others,2400.0,5.0,285.0,5
6037,others,2100.0,4.0,150.0,4
6071,others,1550.0,4.0,120.0,4
6088,others,905.0,2.0,50.0,2
6090,others,1495.0,3.0,200.0,3
6100,others,550.0,1.0,23.0,1
6105,others,1080.0,2.0,75.0,3
6116,others,1537.0,3.0,110.0,3
6120,others,1750.0,3.0,150.0,3
6126,others,2800.0,7.0,250.0,7
6135,others,1191.0,2.0,90.0,2
6151,others,2849.0,5.0,250.0,4
6178,others,827.0,2.0,45.0,2
6219,others,1205.0,2.0,70.0,2
6250,others,2200.0,4.0,160.0,3
6265,others,1900.0,3.0,155.0,3
6272,others,1200.0,1.0,95.0,2
6281,others,1100.0,2.0,61.0,2
6285,others,1100.0,2.0,110.0,2
6289,others,1942.0,3.0,155.0,3
6292,others,1200.0,4.0,80.0,3
6314,others,1515.0,3.0,90.0,3
6333,others,1559.0781144514767,2.0,200.0,2
6354,others,1200.0,4.0,95.0,4
6377,others,1200.0,1.0,69.0,1
6387,others,1717.0,3.0,99.0,3
6390,others,1200.0,1.0,48.0,1
6411,others,1430.0,2.0,78.65,3
6417,others,1190.0,2.0,70.0,2
6419,others,2690.0,4.0,185.0,4
6440,others,1594.0,3.0,99.0,3
6441,others,1250.0,2.0,68.0,2
6444,others,1290.0,1.0,77.5,2
6446,others,1464.0,2.0,145.0,2
6450,others,1200.0,2.0,75.0,2
6484,others,1485.0,2.0,156.0,3
6485,others,2070.0,3.0,135.0,3
6498,others,800.0,2.0,55.0,2
6502,others,1480.0,2.0,125.0,3
6524,others,1500.0,2.0,130.0,2
6534,others,2010.0,3.0,125.0,3
6542,others,1504.0,2.0,100.0,3
6558,others,1602.0,2.0,165.0,3
6559,others,1200.0,4.0,130.0,4
6561,others,1800.0,3.0,220.0,3
6590,others,1862.0,3.0,120.0,3
6592,others,1559.0781144514767,4.0,211.0,4
6595,others,2700.0,3.0,200.0,3
6599,others,1677.0,3.0,98.0,3
6609,others,1490.0,2.0,115.0,3
6624,others,1740.0,3.0,120.0,3
6627,others,1020.0,2.0,60.0,2
6634,others,550.0,1.0,16.0,1
6650,others,3664.0,3.0,325.0,3
6654,others,690.0,2.0,42.0,2
6670,others,1520.0,3.0,111.0,3
6674,others,1200.0,4.0,86.0,4
6683,others,1250.0,2.0,90.0,2
6686,others,1900.0,2.0,190.0,3
6693,others,1602.0,2.0,170.0,3
6701,others,1230.0,2.0,70.0,2
6711,others,1600.0,3.0,95.0,3
6716,others,450.0,1.0,60.0,1
6717,others,600.0,2.0,23.0,1
6727,others,3463.0,6.0,310.0,4
6732,others,1200.0,2.0,85.0,2
6756,others,2000.0,4.0,130.0,3
6758,others,1350.0,4.0,140.0,4
6779,others,1175.0,2.0,79.0,2
6793,others,1112.0,2.0,68.0,2
6811,others,1158.0,2.0,75.0,2
6822,others,1200.0,2.0,90.0,2
6826,others,1266.67,2.0,69.0,2
6834,others,2000.0,2.0,160.0,2
6854,others,2679.0,5.0,280.0,4
6856,others,1230.0,2.0,75.0,2
6862,others,3150.0,5.0,145.0,8
6863,others,2400.0,2.0,135.0,2
6881,others,880.0,2.0,48.0,2
6898,others,1022.0,2.0,57.0,2
6906,others,1200.0,2.0,76.0,2
6927,others,1605.0,3.0,100.0,3
6939,others,1542.0,3.0,98.0,3
6958,others,1333.0,2.0,77.27,2
6959,others,1100.0,3.0,110.0,3
6968,others,1050.0,2.0,70.0,2
6996,others,1200.0,4.0,165.0,4
7005,others,1100.0,2.0,145.0,3
7007,others,1200.0,3.0,99.0,3
7025,others,1000.0,2.0,60.0,2
7026,others,5720.0,3.0,350.0,3
7033,others,1012.0,2.0,59.0,2
7049,others,1200.0,4.0,140.0,4
7055,others,600.0,2.0,39.0,2
7067,others,1700.0,3.0,111.0,3
7080,others,1780.0,3.0,110.0,3
7094,others,1080.0,3.0,149.0,3
7095,others,900.0,2.0,65.0,3
7099,others,1200.0,3.0,160.0,4
7105,others,1540.0,3.0,85.0,3
7113,others,2456.0,3.0,220.0,3
7118,others,1530.0,2.0,185.0,2
7145,others,1717.0,3.0,120.0,3
7157,others,1475.0,2.0,171.0,2
7163,others,650.0,1.0,16.0,1
7170,others,1504.0,2.0,102.0,3
7178,others,1800.0,4.0,145.0,4
7189,others,3000.0,4.0,240.0,4
7200,others,1625.0,3.0,92.0,3
7203,others,2400.0,4.0,250.0,4
7213,others,1490.0,2.0,92.0,3
7219,others,1044.0,2.0,60.0,2
7240,others,1567.2,2.0,190.0,3
7266,others,1293.0,2.0,75.0,2
7271,others,860.0,2.0,65.5,2
7296,others,1374.0,2.0,88.0,3
7323,others,2000.0,2.0,160.0,4
7328,others,834.0,1.0,62.0,1
7335,others,600.0,1.0,52.0,1
7354,others,2000.0,4.0,135.0,4
7355,others,2750.0,3.0,260.0,3
7382,others,1280.0,2.0,90.0,2
7386,others,2075.0,3.0,175.0,3
7442,others,2274.24,4.0,160.0,3
7458,others,900.0,3.0,105.0,2
7480,others,1350.0,3.0,75.0,3
7482,others,470.0,2.0,10.0,1
7496,others,1313.0,4.0,150.0,3
7497,others,2515.0,4.0,155.0,3
7516,others,2665.0,3.0,350.0,3
7524,others,3500.0,5.0,450.0,4
7593,others,2400.0,5.0,300.0,6
7596,others,3000.0,4.0,130.0,8
7610,others,1235.0,2.0,140.0,2
7619,others,3200.0,3.0,260.0,3
7626,others,1450.0,3.0,90.0,3
7638,others,670.0,1.0,50.0,1
7646,others,3754.0,6.0,480.0,4
7647,others,1893.0,3.0,115.0,3
7678,others,1200.0,2.0,100.0,3
7698,others,1205.0,2.0,70.0,2
7699,others,1500.0,3.0,90.0,3
7724,others,375.0,1.0,26.0,1
7730,others,800.0,3.0,59.5,2
7736,others,1400.0,2.0,85.0,2
7744,others,1800.0,2.0,100.0,3
7748,others,925.0,2.0,70.0,2
7770,others,3500.0,2.0,350.0,4
7783,others,2100.0,4.0,255.0,3
7800,others,400.0,1.0,35.0,1
7820,others,2400.0,5.0,180.0,4
7824,others,6000.0,1.0,276.0,1
7826,others,825.0,2.0,40.0,1
7851,others,5000.0,5.0,600.0,4
7869,others,4800.0,5.0,420.0,4
7871,others,3400.0,3.0,400.0,3
7872,others,600.0,1.0,33.0,1
7874,others,2600.0,3.0,147.0,3
7884,others,800.0,1.0,72.0,1
7890,others,1225.0,2.0,82.0,3
7908,others,655.0,1.0,27.0,1
7912,others,1196.0,2.0,96.0,2
7915,others,927.0,2.0,50.0,2
7919,others,600.0,1.0,18.0,1
7934,others,2800.0,4.0,200.0,4
7963,others,800.0,2.0,85.0,2
7975,others,985.0,2.0,57.0,2
7979,others,6000.0,12.0,150.0,11
7985,others,600.0,2.0,80.0,2
7988,others,1503.0,2.0,93.0,3
8014,others,1768.0,3.0,95.0,3
8025,others,3060.0,4.0,350.0,4
8027,others,800.0,1.0,32.0,1
8051,others,600.0,1.0,35.0,1
8058,others,1010.0,2.0,55.0,2
8089,others,3978.0,4.0,428.0,4
8098,others,2008.0,3.0,170.0,3
8101,others,2095.0,3.0,142.0,3
8125,others,1600.0,2.0,88.0,3
8148,others,1350.0,4.0,160.0,4
8162,others,500.0,1.0,20.0,1
8163,others,1280.0,2.0,100.0,3
8177,others,1650.0,3.0,110.0,3
8186,others,1044.0,2.0,85.0,2
8197,others,840.0,1.0,99.0,2
8212,others,3870.0,4.0,411.0,4
8220,others,1835.0,3.0,175.0,3
8242,others,425.0,1.0,15.0,1
8253,others,2380.0,4.0,242.0,4
8265,others,900.0,1.0,70.0,2
8266,others,1517.0,2.0,125.0,2
8273,others,1559.0781144514767,2.0,150.0,3
8301,others,3602.0,4.0,280.0,4
8305,others,2159.0,3.0,120.0,3
8310,others,1200.0,3.0,72.0,3
8315,others,1850.0,3.0,175.0,6
8316,others,510.0,1.0,34.0,1
8319,others,1166.0,2.0,65.0,2
8320,others,2700.0,2.0,260.0,3
8322,others,1350.0,2.0,175.0,3
8334,others,940.0,2.0,56.0,2
8347,others,1645.0,3.0,95.0,3
8364,others,1000.0,2.0,63.0,2
8374,others,1998.0,3.0,117.0,3
8385,others,527.0,1.0,35.0,1
8403,others,1804.0,3.0,150.0,3
8404,others,1350.0,3.0,81.0,3
8408,others,3000.0,3.0,300.0,4
8455,others,1200.0,4.0,110.0,4
8460,others,1217.0,2.0,164.0,2
8470,others,600.0,1.0,45.0,1
8480,others,672.0,1.0,27.0,1
8481,others,1280.0,3.0,87.0,3
8492,others,1567.0,3.0,100.0,3
8497,others,2350.0,3.0,210.0,3
8513,others,560.0,1.0,19.0,1
8533,others,520.0,2.0,29.0,1
8536,others,1950.0,3.0,230.0,3
8537,others,600.0,1.0,58.0,1
8541,others,1000.0,1.0,19.0,1
8545,others,375.0,1.0,40.0,1
8565,others,2000.0,2.6926096474673513,120.0,2
8606,others,1130.0,2.0,74.0,2
8609,others,1407.0,2.0,83.87,2
8614,others,1350.0,4.0,160.0,4
8616,others,2375.0,3.0,260.0,4
8617,others,1200.0,2.0,67.0,2
8629,others,1872.0,3.0,152.0,3
8635,others,1400.0,3.0,90.0,3
8637,others,812.0,1.0,26.0,1
8657,others,600.0,2.0,35.0,1
8707,others,1800.0,4.0,115.0,3
8716,others,1499.0,3.0,89.0,3
8722,others,1050.0,2.0,65.0,2
8726,others,905.0,2.0,50.0,2
8740,others,3155.0,3.0,315.0,3
8780,others,1464.0,2.0,135.0,3
8792,others,1200.0,2.0,75.0,2
8794,others,1707.0,3.0,171.0,3
8800,others,565.0,1.0,33.0,1
8810,others,630.0,2.0,70.0,1
8816,others,1000.0,2.0,55.0,2
8822,others,2400.0,4.0,130.0,3
8837,others,1100.0,2.0,70.0,2
8845,others,420.0,1.0,23.5,1
8857,others,1225.0,2.0,71.05,2
8861,others,1350.0,4.0,90.0,4
8873,others,1732.5,3.0,91.855,3
8878,others,3760.0,2.0,280.0,2
8885,others,3071.0,4.0,300.0,3
8917,others,1620.0,3.0,95.0,3
8919,others,560.0,1.0,21.0,1
8944,others,2250.0,3.0,180.0,3
8948,others,1350.0,2.0,45.0,1
8949,others,1209.0,2.0,100.0,2
8953,others,1500.0,3.0,95.0,3
8969,others,1000.0,2.0,60.0,2
8975,others,1200.0,4.0,130.0,4
8984,others,2250.0,3.0,199.0,3
8985,others,3700.0,4.0,314.0,4
8992,others,1405.0,3.0,169.0,3
8998,others,4800.0,6.0,420.0,4
9015,others,500.0,1.0,16.0,1
9017,others,1600.0,3.0,180.0,3
9022,others,648.0,1.0,34.0,1
9031,others,1720.0,2.0,126.0,3
9054,others,1080.0,2.0,64.0,2
9058,others,1100.0,2.0,61.0,2
9071,others,535.0,1.0,35.0,1
9098,others,1465.0,2.0,88.0,3
9100,others,1145.0,2.0,63.0,2
9103,others,3420.0,3.0,410.0,4
9107,others,1280.0,2.0,75.0,2
9110,others,680.0,3.0,60.0,2
9123,others,1738.0,3.0,110.0,3
9146,others,1500.0,3.0,90.0,3
9160,others,1050.0,2.0,110.0,2
9162,others,1541.0,2.0,181.0,2
9163,others,1275.0,2.0,105.0,2
9175,others,2048.0,3.0,206.0,3
9212,others,2320.0,2.0,160.0,3
9213,others,1237.0,3.0,78.0,3
9244,others,1200.0,2.0,140.0,4
9278,others,1160.0,2.0,75.0,2
9303,others,1155.0,2.0,65.0,2
9327,others,984.0,2.0,125.0,2
9337,others,1148.0,2.0,69.0,2
9339,others,1719.0,3.0,110.0,3
9351,others,3000.0,4.0,264.0,4
9359,others,1320.0,2.0,90.0,2
9372,others,1230.0,2.0,68.0,2
9384,others,4560.0,5.0,430.0,4
9404,others,3000.0,4.0,300.0,5
9431,others,1560.0,2.0,125.0,3
9440,others,1012.0,2.0,59.0,2
9451,others,1245.0,2.0,120.0,2
9468,others,1485.0,2.0,110.0,3
9489,others,1489.0,2.0,101.0,2
9490,others,2800.0,4.0,365.0,4
9506,others,1600.0,2.0,90.0,3
9513,others,3000.0,6.0,300.0,6
9518,others,1903.0,3.0,165.0,3
9521,others,2996.0,4.0,200.0,4
9534,others,551.0,1.0,30.0,1
9544,others,550.0,1.0,16.0,1
9550,others,1780.0,3.0,100.0,3
9564,others,1310.0,3.0,90.0,3
9592,others,1603.0,2.0,125.0,3
9594,others,2180.0,3.0,285.0,3
9597,others,450.0,1.0,30.0,1
9601,others,3000.0,4.0,301.0,4
9617,others,1275.0,2.0,69.0,2
9627,others,1623.0,3.0,155.0,3
9647,others,900.0,1.0,52.3,1
9682,others,1200.0,2.0,110.0,2
9683,others,1400.0,2.0,78.0,3
9702,others,2648.0,3.0,238.0,3
9708,others,1475.0,3.0,80.0,3
9715,others,1721.0,3.0,93.0,3
9727,others,4800.0,4.0,420.0,4
9733,others,1163.0,2.0,68.0,2
9736,others,801.0,1.0,33.645,1
9742,others,1300.0,2.0,80.0,3
9763,others,998.0,2.0,65.0,2
9769,others,3300.0,9.0,450.0,10
9782,others,1040.0,2.0,78.0,2
9793,others,1907.0,2.0,200.0,3
9795,others,1330.0,2.0,80.0,2
9798,others,4446.0,3.0,410.0,3
9802,others,1320.0,2.0,95.0,3
9835,others,2200.0,2.0,150.0,4
9838,others,1092.0,3.0,95.0,3
9873,others,1130.0,2.0,75.0,2
9885,others,1900.0,3.0,190.0,3
9900,others,1200.0,4.0,110.0,4
9903,others,1630.0,3.0,131.0,3
9918,others,1050.0,2.0,41.0,1
9933,others,3210.0,4.0,380.0,3
9935,others,5425.0,13.0,275.0,13
9938,others,1200.0,4.0,135.0,4
9946,others,4041.0,4.0,345.0,4
9955,others,620.0,1.0,25.0,1
9956,others,1210.0,2.0,75.0,2
9978,others,1200.0,1.0,70.0,2
9982,others,1200.0,3.0,70.0,2
9989,others,1130.0,2.0,68.0,2
10009,others,2750.0,5.0,275.0,3
10012,others,800.0,2.0,55.0,2
10022,others,1244.0,2.0,95.0,2
10026,others,1500.0,4.0,180.0,3
10032,others,1200.0,2.0,75.0,2
10043,others,400.0,2.0,50.0,1
10046,others,2159.0,3.0,120.0,3
10051,others,1200.0,1.0,48.0,1
10064,others,1450.0,2.0,90.0,2
10075,others,10030.0,1.0,150.0,1
10079,others,2300.0,3.0,280.0,3
10093,others,925.0,2.0,55.0,2
10094,others,3900.0,3.0,250.0,3
10096,others,1400.0,2.0,160.0,2
10099,others,1715.0,3.0,95.0,3
10102,others,703.0,2.0,60.0,2
10137,others,600.0,1.0,20.0,1
10140,others,4382.0,4.0,400.0,4
10148,others,1030.0,2.0,77.25,3
10159,others,1254.0,2.0,70.0,3
10170,others,1293.0,2.0,80.0,2
